FIPS	relig	civic	bus	pol	prof	labor	bowl	fitns	golf	sport	pop	respn	nccs	assn	pvote
29059	7	2	1	N/A	N/A	N/A	1	1	1	N/A	16385	0.793408605	0.69	61	0.656238731
29061	6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	8294	0.843983603	0.68	46	0.666225166
29063	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	12684	0.788394828	0.74	41	0.651392633
29065	15	2	1	N/A	N/A	N/A	1	1	1	N/A	15578	1.348054949	0.62	63	0.686544026
29067	13	1	2	N/A	N/A	N/A	N/A	N/A	1	1	13544	1.329001772	0.64	57	0.640582259
29069	46	6	2	N/A	N/A	N/A	1	2	2	N/A	31356	1.881617553	0.67	111	0.557148088
29071	97	15	9	N/A	N/A	4	4	8	6	N/A	101999	1.401974529	0.78	412	0.671313912
29073	18	1	3	1	N/A	N/A	1	N/A	1	N/A	14885	1.679543164	0.64	121	0.66529889
29075	12	1	N/A	N/A	N/A	N/A	N/A	1	1	N/A	6816	2.200704225	0.75	62	0.619628099
29077	239	24	13	5	8	19	4	37	7	1	285852	1.248898031	0.79	1288	0.637205063
29079	15	1	1	N/A	N/A	1	N/A	N/A	1	N/A	10209	1.861102948	0.8	84	0.646754399
29081	10	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	8634	1.505675237	0.66	69	0.661830557
29083	26	5	2	N/A	N/A	1	N/A	1	3	N/A	22021	1.725625539	0.78	152	0.635188555
29085	7	1	N/A	N/A	N/A	N/A	1	N/A	2	N/A	9228	1.192024274	0.48	46	0.697050938
29087	9	N/A	N/A	N/A	N/A	N/A	N/A	1	1	N/A	4520	2.433628319	0.63	43	0.645792564
29089	10	1	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	10141	1.183315255	0.66	86	0.617169668
29091	41	3	3	N/A	N/A	1	1	6	1	N/A	40116	1.39595174	0.75	188	0.609902616
29093	11	3	1	N/A	N/A	1	1	2	1	N/A	10240	1.953125	0.54	64	0.572992182
29095	488	59	45	4	16	67	8	60	18	3	683683	1.123327624	0.76	5122	0.66563197
29097	122	9	6	2	1	7	3	8	4	N/A	117566	1.377949407	0.76	635	0.577732918
29099	115	20	6	N/A	1	6	4	19	4	N/A	222644	0.786008157	0.79	529	0.659150764
29101	39	6	1	N/A	2	1	N/A	2	1	N/A	54410	0.955706672	0.76	234	0.632705273
29103	7	1	N/A	N/A	N/A	N/A	N/A	2	N/A	N/A	3996	2.502502503	0.59	49	0.679749913
29105	42	2	N/A	N/A	2	N/A	1	3	1	N/A	35471	1.437794254	0.78	170	0.657169747
29107	40	3	5	N/A	N/A	N/A	2	2	2	N/A	32671	1.65284197	0.75	222	0.654308202
29109	52	5	2	N/A	N/A	N/A	N/A	1	1	N/A	38026	1.604165571	0.73	136	0.654875717
29111	11	N/A	N/A	N/A	N/A	N/A	N/A	2	1	N/A	10126	1.382579498	0.73	65	0.642588977
29113	35	2	2	N/A	N/A	N/A	N/A	2	2	N/A	54256	0.792539074	0.75	160	0.651293847
29115	18	2	1	N/A	N/A	1	N/A	1	2	N/A	12326	2.028233003	0.77	108	0.623875899
29117	15	3	2	N/A	N/A	1	N/A	1	1	N/A	15092	1.523986218	0.72	133	0.630822132
29119	16	N/A	1	N/A	N/A	N/A	1	N/A	1	N/A	22792	0.833625834	0.61	61	0.601631648
29121	14	1	1	N/A	N/A	1	N/A	3	1	N/A	15469	1.357553817	0.76	96	0.671732808
29123	18	3	N/A	N/A	N/A	1	N/A	1	1	N/A	12385	1.937828018	0.81	55	0.647321429
29125	13	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9006	1.554519209	0.64	36	0.688097043
29127	33	5	2	N/A	N/A	5	2	5	4	N/A	28875	1.939393939	0.79	169	0.630797966
29129	5	N/A	N/A	N/A	N/A	1	N/A	1	1	N/A	3711	2.155753166	0.54	30	0.645224172
29131	22	3	2	N/A	N/A	1	1	1	3	N/A	25077	1.315946884	0.6	73	0.624164495
29133	14	1	2	N/A	N/A	1	1	2	1	N/A	14221	1.547007946	0.7	51	0.56701625
29135	22	1	1	N/A	N/A	N/A	1	2	2	N/A	15882	1.825966503	0.78	88	0.68043088
29137	10	N/A	1	N/A	N/A	1	N/A	N/A	1	N/A	8695	1.495112133	0.71	66	0.679336906
29139	17	N/A	N/A	N/A	N/A	N/A	N/A	2	1	N/A	11816	1.692620176	0.71	72	0.644993341
29141	26	2	1	N/A	N/A	N/A	1	1	2	N/A	20212	1.632693449	0.62	95	0.67684637
29143	20	3	2	N/A	N/A	2	N/A	N/A	1	N/A	18248	1.53441473	0.63	54	0.552633585
29145	50	2	3	N/A	N/A	6	1	2	N/A	N/A	58596	1.092224725	0.76	145	0.625636037
29147	19	2	1	N/A	1	1	1	2	1	N/A	23090	1.212646167	0.75	154	0.650105019
29149	5	N/A	N/A	N/A	N/A	1	N/A	N/A	1	N/A	10890	0.642791552	0.61	50	0.601005982
29151	12	N/A	N/A	N/A	N/A	1	1	N/A	1	N/A	13691	1.095610255	0.71	61	0.724350921
29153	9	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	9473	1.161194975	0.56	48	0.635144773
29155	25	1	1	N/A	N/A	N/A	N/A	1	1	N/A	17608	1.646978646	0.59	67	0.527345376
29157	19	7	1	1	N/A	N/A	N/A	N/A	1	N/A	19222	1.508687962	0.82	95	0.644216809
29159	33	8	2	N/A	N/A	1	1	4	1	N/A	42213	1.184469239	0.78	190	0.662897063
29161	40	8	2	N/A	N/A	3	1	4	2	N/A	44960	1.334519573	0.65	288	0.636548152
29163	25	2	2	N/A	N/A	2	1	1	3	N/A	18485	1.94752502	0.74	140	0.642418392
29165	54	6	8	1	3	4	N/A	11	3	N/A	94735	0.950018473	0.79	883	0.704931986
29167	24	3	N/A	N/A	N/A	N/A	2	1	1	N/A	31032	0.998968806	0.72	137	0.653011448
29169	41	5	3	N/A	N/A	1	1	4	2	N/A	53535	1.064724012	0.6	207	0.609521671
29171	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4840	1.033057851	0.75	24	0.619366953
29173	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	10280	0.778210117	0.74	39	0.679347093
29175	26	2	1	N/A	N/A	2	1	4	2	N/A	25065	1.516058249	0.79	140	0.631244842
29177	21	1	1	1	N/A	N/A	1	2	2	N/A	22950	1.263616558	0.77	103	0.581566252
29179	8	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6540	1.376146789	0.46	56	0.59572093
29181	10	2	2	N/A	1	N/A	1	N/A	N/A	N/A	13969	1.145393371	0.54	60	0.562947909
29183	145	18	5	1	3	13	8	41	15	3	379952	0.663241673	0.82	1089	0.723638574
29185	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	9454	0.951977999	0.59	65	0.67601929
29186	16	8	1	N/A	N/A	3	N/A	N/A	2	N/A	17984	1.668149466	0.82	92	0.621055872
29187	61	8	5	N/A	N/A	3	2	4	5	N/A	65948	1.334384667	0.72	238	0.571450262
29189	582	64	64	13	16	44	19	132	30	5	1002188	0.966884457	0.81	6334	0.691991539
29195	26	N/A	2	N/A	N/A	N/A	1	2	N/A	N/A	23360	1.327054795	0.71	140	0.576054645
29197	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4391	2.277385561	0.65	26	0.665636801
29199	8	1	N/A	N/A	N/A	N/A	N/A	1	1	N/A	4858	2.264306299	0.68	35	0.611690363
29201	43	7	2	N/A	N/A	1	1	3	1	N/A	38856	1.492690961	0.76	155	0.625262074
29203	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	8307	0.60190201	0.59	31	0.683577115
29205	12	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	6129	2.121063795	0.73	64	0.691632784
29207	36	4	1	N/A	N/A	2	1	1	2	N/A	29870	1.573485102	0.72	141	0.635766171
29209	27	2	2	N/A	N/A	N/A	1	3	N/A	N/A	31101	1.125365744	0.54	118	0.681998549
29211	9	1	N/A	N/A	1	N/A	N/A	N/A	N/A	N/A	6474	1.699104109	0.59	43	0.523502118
29213	60	4	3	N/A	N/A	N/A	1	7	4	N/A	54138	1.45923381	0.49	270	0.616556122
29215	26	1	3	N/A	N/A	N/A	N/A	1	1	N/A	25654	1.247368831	0.67	131	0.670278349
29217	15	4	1	N/A	N/A	1	N/A	2	1	N/A	20935	1.146405541	0.65	99	0.630251479
29219	26	2	1	N/A	N/A	1	N/A	2	2	N/A	33253	1.022464139	0.66	112	0.657173563
29221	18	1	N/A	N/A	N/A	N/A	1	2	1	N/A	25076	0.917211677	0.57	74	0.581683168
29223	14	2	1	N/A	N/A	N/A	1	N/A	1	N/A	13415	1.416325009	0.49	65	0.614063339
29225	27	1	1	N/A	N/A	N/A	N/A	4	1	N/A	36880	0.921908894	0.77	154	0.673520168
29227	3	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2062	1.93986421	0.62	24	0.666242848
29229	19	2	1	N/A	N/A	N/A	1	2	1	N/A	18303	1.420532153	0.66	98	0.605403349
29510	249	33	14	4	7	75	3	37	3	2	317222	1.346060488	0.69	2445	0.616736096
30001	7	5	N/A	N/A	N/A	N/A	N/A	2	2	N/A	9310	1.71858217	0.57	127	0.718316167
30003	8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	13313	0.676030947	0.54	78	0.5496673
30005	7	3	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	6635	1.657874906	0.59	70	0.70436068
30007	5	N/A	N/A	N/A	N/A	N/A	N/A	1	1	N/A	5631	1.243118451	0.69	41	0.757103344
30009	6	3	1	N/A	N/A	N/A	1	1	1	N/A	10413	1.248439451	0.56	110	0.814799331
30011	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1176	1.700680272	0.57	17	0.799196787
30013	56	23	7	1	2	11	1	10	3	2	82268	1.410025769	0.75	582	0.647514888
30015	6	1	1	N/A	N/A	N/A	N/A	1	1	N/A	5900	1.694915254	0.62	88	0.731587137
30017	7	3	1	N/A	1	N/A	1	1	1	N/A	12068	1.242956579	0.7	121	0.735233658
30019	2	N/A	N/A	N/A	N/A	N/A	1	N/A	1	N/A	1801	2.22098834	0.61	22	0.769877676
30021	9	5	2	N/A	N/A	2	1	1	1	N/A	9543	2.20056586	0.69	112	0.744111709
30023	5	2	2	N/A	N/A	N/A	1	1	2	N/A	9152	1.420454545	0.69	77	0.772027004
30025	7	1	1	N/A	N/A	N/A	1	N/A	1	N/A	3111	3.535840566	0.65	38	0.754291845
30027	8	7	N/A	N/A	N/A	N/A	1	N/A	1	N/A	11433	1.486923817	0.68	135	0.772883514
30029	78	13	10	1	3	3	4	15	8	N/A	94726	1.425163102	0.61	688	0.711205627
30031	64	13	13	N/A	4	1	1	16	7	1	97276	1.233603355	0.7	782	0.684850044
30033	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1308	N/A	0.5	19	0.766958425
30035	8	3	1	N/A	N/A	1	2	N/A	1	N/A	13698	1.16805373	0.62	77	0.584558824
30037	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	852	N/A	0.56	9	0.789126853
30039	2	1	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	3215	1.244167963	0.41	34	0.785352372
30041	12	3	1	N/A	N/A	1	2	3	2	N/A	16599	1.445870233	0.71	151	0.695931478
30043	7	N/A	1	N/A	N/A	N/A	1	1	N/A	N/A	11552	0.86565097	0.71	108	0.802584615
30045	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1991	0.502260171	0.57	36	0.81054036
30047	21	4	2	N/A	N/A	N/A	2	1	1	N/A	29204	1.061498425	0.36	208	0.712587038
30049	46	16	30	7	16	11	1	11	5	2	65904	2.200169944	0.71	792	0.727451366
30051	3	N/A	1	N/A	N/A	N/A	N/A	1	N/A	N/A	2363	2.115954295	0.63	33	0.800963082
30053	18	4	2	N/A	N/A	N/A	2	2	2	N/A	19139	1.567480015	0.56	181	0.71154154
30055	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1704	1.76056338	0.55	32	0.801452785
30057	4	N/A	3	N/A	N/A	N/A	N/A	2	2	N/A	7806	1.409172431	0.39	115	0.799153588
30059	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1865	0.536193029	0.45	36	0.6740638
30061	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4244	0.471253534	0.49	50	0.668762409
30063	62	16	12	5	6	9	2	21	6	2	112681	1.251320098	0.75	1570	0.685980031
30065	4	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4604	1.303214596	0.58	67	0.777203746
30067	20	2	3	N/A	N/A	N/A	1	2	2	N/A	15855	1.892147588	0.61	199	0.741668076
30069	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	489	N/A	0.52	2	0.77002584
30071	3	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	4186	1.433349259	0.61	64	0.797994269
30073	10	2	1	N/A	N/A	N/A	1	N/A	1	N/A	6211	2.415070037	0.68	86	0.74656782
30075	1	N/A	2	N/A	N/A	N/A	N/A	N/A	1	N/A	1778	2.249718785	0.54	29	0.78277439
30077	5	1	N/A	N/A	N/A	N/A	1	1	1	N/A	6906	1.303214596	0.61	76	0.762912088
30079	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1140	2.631578947	0.67	25	0.797052154
30081	28	4	4	N/A	N/A	N/A	1	6	3	N/A	40953	1.123238835	0.69	324	0.741363773
30083	15	4	2	N/A	N/A	N/A	1	1	1	N/A	11573	2.073792448	0.68	100	0.728755096
30085	5	2	2	N/A	N/A	N/A	N/A	N/A	1	N/A	11340	0.881834215	0.61	76	0.59159014
30087	10	3	N/A	N/A	N/A	3	1	N/A	1	N/A	9335	1.928227102	0.63	94	0.689027968
30089	8	1	1	N/A	1	N/A	N/A	N/A	2	N/A	11329	1.147497573	0.58	119	0.707723675
30091	9	2	N/A	N/A	N/A	N/A	1	1	1	N/A	3679	3.805381897	0.61	68	0.770891643
30093	13	3	3	N/A	N/A	7	1	6	2	N/A	34730	1.007774259	0.76	281	0.708439033
30095	9	1	1	N/A	N/A	2	N/A	N/A	1	N/A	9287	1.507483579	0.62	100	0.793452582
30097	5	1	1	N/A	N/A	N/A	N/A	1	1	N/A	3666	2.454991817	0.58	36	0.77489019
30099	12	1	1	N/A	N/A	N/A	N/A	2	2	N/A	6046	2.977174992	0.71	96	0.821893788
30101	5	1	1	N/A	N/A	N/A	1	N/A	N/A	N/A	5135	1.557935735	0.6	57	0.760492041
30103	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	696	N/A	0.61	14	0.781786942
30105	11	2	2	N/A	N/A	1	1	N/A	1	N/A	7624	2.360965373	0.52	103	0.805636743
30107	1	2	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	2096	1.908396947	0.62	32	0.753799392
30109	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1125	0.888888889	0.62	15	0.743169399
30111	107	23	7	1	2	14	4	29	9	2	155588	1.272591717	0.79	917	0.719821318
31001	30	6	2	N/A	N/A	2	1	6	2	N/A	31419	1.559565868	0.84	249	0.679138079
31003	14	3	N/A	N/A	N/A	N/A	1	N/A	3	N/A	6403	3.279712635	0.71	60	0.696701875
31005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	454	N/A	0.65	6	0.779761905
31007	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	748	1.336898396	0.61	6	0.761111111
31009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	501	N/A	0.52	7	0.769035533
31011	4	4	1	N/A	N/A	N/A	N/A	N/A	1	N/A	5351	1.868809568	0.76	51	0.716547497
31013	13	6	2	N/A	N/A	4	1	1	N/A	N/A	11334	2.382212811	0.68	81	0.625914594
31015	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2027	1.480019734	0.55	34	0.714
31017	4	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	2941	2.040122407	0.63	39	0.718908923
31019	45	11	8	N/A	N/A	2	1	5	4	1	48348	1.59262017	0.81	275	0.701413428
31021	13	N/A	1	1	N/A	N/A	N/A	2	2	N/A	6590	2.883156297	0.86	73	0.682921894
31023	12	1	1	N/A	N/A	N/A	N/A	1	1	N/A	8238	1.942218985	0.87	75	0.650210615
31025	23	2	2	N/A	N/A	1	N/A	1	3	N/A	25496	1.255098839	0.83	151	0.714411402
31027	13	N/A	1	N/A	N/A	N/A	1	1	2	N/A	8606	2.091564025	0.86	58	0.711892247
31029	5	1	N/A	N/A	N/A	N/A	1	N/A	1	N/A	3973	2.013591744	0.7	45	0.726176585
31031	10	2	2	N/A	N/A	N/A	1	1	N/A	N/A	5760	2.777777778	0.62	54	0.712723889
31033	9	N/A	2	N/A	N/A	N/A	1	N/A	N/A	N/A	10120	1.185770751	0.68	89	0.665759702
31035	9	1	N/A	N/A	N/A	N/A	N/A	N/A	2	N/A	6326	1.896933291	0.73	72	0.67576244
31037	16	1	2	N/A	N/A	N/A	N/A	N/A	2	N/A	10546	1.991276313	0.78	62	0.596617418
31039	14	2	1	1	N/A	N/A	1	1	1	N/A	9023	2.32738557	0.82	68	0.678151117
31041	16	2	2	1	1	N/A	1	N/A	2	N/A	10743	2.327096714	0.71	106	0.661055669
31043	12	1	1	N/A	N/A	1	N/A	2	3	N/A	20717	0.965390742	0.75	92	0.59
31045	13	N/A	3	N/A	N/A	N/A	1	N/A	1	N/A	9089	1.980415887	0.66	76	0.616198347
31047	30	3	6	N/A	N/A	N/A	1	3	3	N/A	24024	1.914751915	0.7	151	0.577061458
31049	7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1936	3.615702479	0.7	29	0.688557888
31051	11	N/A	N/A	N/A	1	N/A	1	N/A	1	N/A	5783	2.420888812	0.73	49	0.719914232
31053	36	7	3	1	N/A	2	3	1	3	N/A	36725	1.524846835	0.81	231	0.679545455
31055	299	61	25	14	11	49	7	85	15	1	543985	1.042308152	0.78	2896	0.684593161
31057	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	1889	2.646903123	0.64	29	0.733432614
31059	13	2	1	N/A	N/A	N/A	N/A	N/A	1	N/A	5634	3.017394391	0.86	54	0.691900985
31061	5	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	3050	1.967213115	0.68	36	0.667535854
31063	4	1	N/A	N/A	N/A	1	N/A	N/A	1	N/A	2714	2.579218865	0.6	30	0.680396246
31065	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4883	1.228752816	0.66	65	0.636182903
31067	25	5	3	N/A	1	1	2	3	3	N/A	21662	1.985042932	0.75	182	0.677062163
31069	6	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	1912	4.184100418	0.56	21	0.694462126
31071	6	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	1995	4.010025063	0.62	30	0.758064516
31073	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	1961	2.039775625	0.56	18	0.656816655
31075	1	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	620	3.225806452	0.64	17	0.775641026
31077	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2481	1.612253124	0.7	29	0.683391003
31079	40	16	7	N/A	N/A	5	3	7	5	N/A	61509	1.349396023	0.8	290	0.631721941
31081	17	1	N/A	N/A	N/A	N/A	N/A	1	2	N/A	9109	2.30541223	0.87	69	0.755662426
31083	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3478	1.437607821	0.55	30	0.708931419
31085	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	932	1.072961373	0.54	6	0.706422018
31087	5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2890	1.730103806	0.57	29	0.739001483
31089	16	N/A	1	N/A	N/A	N/A	1	1	2	N/A	10390	2.021174206	0.69	79	0.696713218
31091	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3	N/A	726	6.887052342	0.7	12	0.652892562
31093	5	1	1	N/A	1	N/A	N/A	N/A	1	N/A	6366	1.413760603	0.75	36	0.653460838
31095	17	1	1	N/A	N/A	N/A	N/A	N/A	1	N/A	7303	2.738600575	0.86	77	0.666408818
31097	7	N/A	N/A	N/A	N/A	N/A	1	N/A	1	N/A	5174	1.739466564	0.7	41	0.712607945
31099	12	N/A	1	N/A	N/A	N/A	N/A	N/A	2	N/A	6588	2.276867031	0.85	51	0.715893742
31101	11	3	1	N/A	N/A	N/A	1	N/A	1	N/A	8109	2.096436059	0.58	73	0.634657491
31103	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	804	1.243781095	0.57	17	0.742331288
31105	4	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	3690	1.62601626	0.66	31	0.552028796
31107	12	N/A	N/A	N/A	N/A	N/A	2	N/A	2	N/A	8498	1.882795952	0.64	77	0.699965314
31109	176	40	52	7	27	23	4	41	9	4	302742	1.26510362	0.81	2325	0.70027603
31111	33	7	2	1	N/A	10	2	8	3	N/A	35723	1.847549198	0.81	208	0.665603741
31113	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	752	3.989361702	0.66	8	0.772401434
31115	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	587	N/A	0.59	5	0.711729622
31117	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	501	N/A	0.62	6	0.763779528
31119	39	6	4	N/A	N/A	N/A	2	4	7	N/A	35169	1.762916205	0.72	242	0.647832781
31121	10	3	2	N/A	N/A	N/A	N/A	1	N/A	N/A	7767	2.059997425	0.84	56	0.72071886
31123	9	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	4850	2.268041237	0.61	29	0.661431592
31125	6	1	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	3555	2.250351617	0.7	31	0.654949495
31127	10	2	2	N/A	N/A	N/A	1	1	1	N/A	7154	2.376292983	0.69	74	0.656722517
31129	9	4	1	N/A	1	N/A	N/A	2	1	N/A	4366	4.122766835	0.71	58	0.67916925
31131	23	1	1	N/A	N/A	N/A	1	3	4	N/A	15888	2.077039275	0.74	116	0.66356206
31133	2	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2692	1.114413076	0.63	48	0.693381593
31135	8	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	N/A	2892	3.112033195	0.7	31	0.696303696
31137	19	2	2	N/A	N/A	N/A	1	1	2	N/A	9201	2.934463645	0.74	77	0.695127757
31139	12	N/A	1	N/A	N/A	N/A	2	N/A	1	N/A	7196	2.223457476	0.77	53	0.704951716
31141	27	6	3	N/A	N/A	N/A	3	5	1	N/A	32734	1.374717419	0.82	160	0.691987673
31143	11	2	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	5277	2.653022551	0.85	49	0.70705036
31145	10	6	1	N/A	N/A	N/A	1	2	1	N/A	10860	1.933701657	0.71	104	0.675331783
31147	12	2	1	N/A	N/A	N/A	N/A	N/A	2	N/A	8151	2.085633665	0.69	75	0.608759362
31149	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	1413	2.830856334	0.61	18	0.744339623
31151	14	2	2	N/A	1	N/A	N/A	1	2	N/A	14338	1.534384154	0.8	111	0.621069773
31153	72	12	4	1	1	5	3	19	5	1	172291	0.713908446	0.81	493	0.721683828
31155	24	2	2	N/A	N/A	N/A	N/A	N/A	6	N/A	20932	1.624307281	0.82	133	0.713583835
31157	37	10	2	3	N/A	2	3	6	1	N/A	36463	1.755203905	0.78	249	0.591300389
31159	24	2	2	N/A	N/A	1	1	2	3	N/A	17098	2.047023044	0.84	138	0.700814362
31161	11	2	N/A	N/A	N/A	N/A	1	N/A	1	N/A	5268	2.84738041	0.63	58	0.599708879
31163	7	1	N/A	N/A	N/A	N/A	1	N/A	N/A	N/A	3072	2.9296875	0.64	23	0.743801653
31165	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1309	0.76394194	0.51	11	0.797195254
31167	6	1	N/A	N/A	N/A	N/A	N/A	1	1	N/A	6081	1.480019734	0.72	26	0.694875164
31169	13	N/A	N/A	N/A	N/A	N/A	1	N/A	1	N/A	5228	2.869166029	0.73	66	0.704184322
31171	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	687	5.822416303	0.61	13	0.777142857
31173	7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	6961	1.149260164	0.77	43	0.495747538
31175	7	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4211	1.899786274	0.69	51	0.713357166
31177	14	N/A	1	N/A	N/A	N/A	N/A	1	1	N/A	20265	0.838884777	0.83	109	0.728060826
31179	10	1	1	N/A	N/A	N/A	1	N/A	1	N/A	9391	1.490789053	0.75	76	0.696688742
31181	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1	N/A	3668	1.363140676	0.72	40	0.678613167
31183	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	765	1.307189542	0.53	5	0.685015291
31185	24	3	2	N/A	N/A	N/A	1	N/A	2	N/A	13909	2.300668632	0.83	130	0.6094754
32001	10	3	4	N/A	N/A	1	1	5	N/A	N/A	24046	0.998087	0.81	100	0.735420547
32003	297	51	43	18	19	63	1	144	51	4	2069146	0.333954201	0.7	4379	0.661106988
32005	20	1	3	N/A	N/A	N/A	N/A	6	5	N/A	47519	0.736547486	0.73	236	0.769900791
32007	16	N/A	4	N/A	1	3	1	4	N/A	N/A	52731	0.549961123	0.63	168	0.718794964
32009	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	825	N/A	0.32	7	0.741056218
32011	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1989	N/A	0.4	12	0.809619238
32013	9	N/A	2	N/A	N/A	N/A	1	3	1	N/A	17228	0.928720687	0.69	75	0.758383945
32015	4	N/A	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5987	1.002171371	0.58	32	0.782153179
32017	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	5120	0.390625	0.54	20	0.685787126
32019	18	1	1	N/A	N/A	N/A	1	4	1	N/A	51766	0.502260171	0.8	172	0.693202002
32021	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	4506	0.443852641	0.55	30	0.640541391
32023	13	4	3	N/A	1	1	N/A	4	2	N/A	42203	0.663459944	0.57	162	0.643056371
32027	2	N/A	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	6695	0.448095594	0.59	19	0.753298681
32029	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	3908	0.255885363	0.85	21	0.805710306
32031	126	20	19	6	14	22	3	54	9	1	440154	0.622509394	0.76	1843	0.697969496
32033	1	N/A	1	N/A	N/A	N/A	1	N/A	N/A	N/A	9978	0.300661455	0.56	45	0.712170736
32510	12	7	12	N/A	1	2	1	7	3	N/A	54480	0.825991189	0.8	366	0.802056821
33001	39	9	3	1	1	2	N/A	11	7	N/A	60428	1.208049249	0.69	388	0.783098006
33003	34	4	4	N/A	2	1	N/A	7	5	N/A	47372	1.203242422	0.51	449	0.813064984
33005	50	13	5	N/A	1	N/A	2	9	6	N/A	76193	1.128712611	0.72	532	0.766607355
